text,class
BLACK & BEAUTIFUL AFRICAN HAIR BRAIDING & BEAUTY SUPPLIES,health_pcare
MAKKAH MARKET & GRILL,food_beverage
MARSCHALL DENTURE CLINIC,health_pcare
BOROWSKI'S Health Shop & Day Spa,health_pcare
DAY SPA,health_pcare
HEALTH SHOP,health_pcare
7 ELEVEN,food_beverage
Southside Nails,health_pcare
PATHWAY REHABILITATION,health_pcare
BLENZ COFFEE,rest_drink
BMO Bank of Montreal,finance_investing
OREA HairDesign,health_pcare
NAILS IN PROFESSIONAL NAILS CARE,health_pcare
CLOVER HAIR & BEAUTY SUPPLY,health_pcare
LOCAL MEATS & FROZEN TREATS,food_beverage
HOME HEALTH,health_pcare
HAPPYTAILS Pet Resort & Spa BOARDING DRYCAMP GROOMING,health_pcare
ELIAS Tax Mart Tax Preperation Accounting Book Keeping,finance_investing
Royal Dance Conservatory,other
PERCEPTIONS HAIR SALON,health_pcare
GOLD,fashion
SuperBoys FAMILY RESTAURANT,rest_drink
DIVERSITY HAIR STUDIO,health_pcare
Van Goes PIZZA & CHICKEN,rest_drink
DR.E.P.MIRON CHIROPRACTOR,health_pcare
Salon 759,health_pcare
alish MASS MUSCLE GEAR,fashion
Lincoln Park Gallery,other
Sofia's,fashion
GLAM BODY SUGARING AND SPA,health_pcare
Vital Village Metaphysical Shoppe,health_pcare
COLD TURKEY,rest_drink
Buddy White StateFarm,finance_investing
Ace Hair Designers,health_pcare
BEAUTY SUPPLY DOLLOR PLUS,health_pcare
A & B MARKET,food_beverage
Images Dental Centre,health_pcare
DAKOTAVetHospital.com Providing Progressive & Compassionate Care DAKOTA VETERINARY HOSPITAL,health_pcare
unity massage,health_pcare
manitoba housing SOUTH REGIONAL OFFICE,finance_investing
ULTRACUTS,health_pcare
Cerall Dental Laboratory Helping create beautiful smiles,health_pcare
ANGELINA'S VILLA PIZZA PASTA SUBS Delivery DineIn,rest_drink
Village Optical for vision care,health_pcare
JOLLY MUG RESTAURANT & BAR,rest_drink
OPTOMETRISTS,health_pcare
DAKOTA PHARMACY,health_pcare
Scotiabank,finance_investing
ESSENTIQUE AVEDA SALON & SPA,health_pcare
ESSENTIQUE AVEDA SALON & SPA,health_pcare
DAKOTA FAMILY FOODS,food_beverage
BREWERS DIRECT HOME WINE BEER & WATER SUPPLY WAREHOUSE,food_beverage
fast insurance services ltd,finance_investing
MODEL NAILS,health_pcare
INSTANT IMPRINTS Your image people,technology
EastCity Physiotherapy,health_pcare
RBC Royal Bank,finance_investing
Bliss Dental,health_pcare
Thrive PET FOOD MARKET,food_beverage
The WORKS Hair Studio,health_pcare
MAGIC SKIN AND NAILS,health_pcare
JRF CHARTERED PROFESSIONAL ACCOUNTANT INC.,finance_investing
SPLATTERS PAINTBALL GEAR SHOP,other
NORTHERN LIGHTS,other
Aruba MASSAGE THERAPY CLINIC,health_pcare
REGENT TAILOR SUITS BRIDESMAID ALTERATION,fashion
 BUY SELL TRADE PAWN REGENT PAWN,fashion
CLARKE FINANCIAL PLANNING AND INSURANCE SERVICES,finance_investing
NICHOL COMMERCIAL LICENSING HITEK PRINT DESIGN WEB,other
TATTOOS,health_pcare
POTTERS PUB,rest_drink
PHAR SYDE CONVENIENCE,food_beverage
Kehler Realty,finance_investing
ROMEO BROS BARBERS & HAIRSTYLING,health_pcare
Bond Medical Centre WALK-IN CLINIC,health_pcare
The Prescription Shop PHARMACY,health_pcare
Domino's,rest_drink
fat panda come KICK IT,other
PAWN SHOP,finance_investing
PAWN SHOP LOANS BUY SELL TRADE,finance_investing
PAWN SHOP,finance_investing
THE GOODWILL STORE,food_beverage
POP STOP,food_beverage
Connect Hearing,health_pcare
DAL'S CHICKEN INN,rest_drink
DAL'S RESTAURANT & LOUNGE,rest_drink
REGENT PARK PHARMACY,health_pcare
RISING  PHOENIX HAIR SALON,health_pcare
7 ELEVEN,food_beverage
MESTDAGH CHIROPATRIC,health_pcare
Best West Pet Foods,food_beverage
Canadian Footwear,fashion
new balance NB,fashion
aravon,fashion
Dunham,fashion
CAT,other
The Carver's Knife Winnipeg's Finest Meat Store,food_beverage
The Carver's Knife,food_beverage
Itech Systems Computers,technology
Computer SALES SERVICE SUPPORT,technology
Papa murphy's,rest_drink
KUB BREAD,food_beverage
V&D Popular nails PROFESSIONAL NAIL CARE,health_pcare
Singleton's HAIR CARE,health_pcare
Singleton's HAIR CARE,health_pcare
NAILS SPA,health_pcare
LEV'S PAWN SHOP,finance_investing
Firestone,other
Once upon a child,fashion
Peavey Mart Hardware & A Whole Lot More!,other
Scotiabank,finance_investing
SUBWAY SUBWAY,rest_drink
McGAVIN'S BREAD BASKET,food_beverage
7 ELEVEN,food_beverage
BDC Business Development Bank of Canada,finance_investing
NAIRN VACUUM & APPLIANCES,technology
Prairie Crocus Thrift Shop,other
MIDLAND FOOD INC.,food_beverage
Birchwood CREDIT SOLUTIONS Credit From someone who's credible,finance_investing
"Wright-Patt CREDIT UNION, INC.",finance_investing
Money Mart Cash for Gold,finance_investing
WESTERN UNION,finance_investing
pet valu your pet your store,other
"Wright-Patt CREDIT UNION, INC.",finance_investing
AFRICAN STYLES & TAILORING SHOP,fashion
GEORGE'S BURGER & SUBS,rest_drink
SELKIRK & SALTER DENTAL CENTRE,health_pcare
ISABEL FOOD AND LAUNDROMART,food_beverage
CHAVEZ BAKERY,food_beverage
LAUNDROMAT,other
R.O.S.S. CONVENIENCE STORE,food_beverage
DOLLARSLICEPIZZA,rest_drink
Batchoy House,rest_drink
T. FUONG beauty salon,health_pcare
MESIDOR CANADIAN IMMIGRATION SERVICES Come Stay or Bring Someone to Canada,other
TOUBA AFRICAN HAIR CRAIDING,health_pcare
A 24/7 NAILS,health_pcare
Islamic & Casual Wear Boutique,fashion
IN & OUT TAX SERVICE,finance_investing
BRIGHTMOOR CONNECTION FOOD PANTRY,food_beverage
Simply 10,fashion
Huntington,finance_investing
Checkers BURGERS FRIES COLAS,rest_drink
BRIM,rest_drink
TOP SHELF BOUTIQUE MEN'S URBAN WEAR NOVELTIES,fashion
TOP SHELF URBAN WEAR,fashion
DOLLAR GENERAL,other
BIG J MARKET LIQUOR BEER & WINE / GROCERIES,food_beverage
LIQUOR LOTTO,food_beverage
CHECK CASHING FREE MONEY ORDERS PAYMENT CENTER,finance_investing
ELENI'S TAILORING,fashion
$ADVANCE AMERICA CASH ADVANCE,finance_investing
The Original T&J CONEY ISLAND Breakfast Lunch Dinner,rest_drink
amore,rest_drink
uptowwn,rest_drink
Italian Ristorante,rest_drink
Aurora SPA,health_pcare
SPOT SPA,health_pcare
DEFINITELY DIFFERENT BOUTIQUE,fashion
AT&T,technology
GIFT ME CHOCOLATE & ENTERTAINMENT,food_beverage
SUNUGAL'S AFRICAN HAIR BRAIDING,health_pcare
Studio NOVA MEN'S CLOTHING & SHOES Designer Place for Men,fashion
Columbia Sportswear Company,fashion
SEMMA LIQUOR BEER-WINE LOTTO EBT,food_beverage
HUNTERS TAX SERVICE,finance_investing
IFAS TAX SERVICES FAST REFUND,finance_investing
francesca's COLLECTIONS,fashion
Goodeez. Etc. CANDY HOT DOGS ICE CREAM COLD DRINKS SLUSHES TSHIRTS CAPS & MORE,food_beverage
alluring Fashion Cafe,rest_drink
LeeAnne's Bridal Boutique,fashion
THE W BEAUTY & BARBER LOUNGE,health_pcare
PIKINE African Hair Braiding,health_pcare
DOLLAR GENERAL,other
Dynasty Chinese Food EAT IN OR CARRY OUT,rest_drink
Karismas Kloset BOUTIQUE,fashion
STELLA'S FISH CAFE,rest_drink
Good Night Lounge,rest_drink
Superior screen printing & sports wear,fashion
target,fashion
MONEY ORDERS CHECK CASHING,finance_investing
FAX & COPIES,technology
Mahalo NAIL SPA,health_pcare
B-DUBS EXPRESS,rest_drink
LIBERTY INCOME TAX,finance_investing
AMERICAN-XPRESS INCOME TAX,finance_investing
Lavish Hair Collection VIRGIN HAIR COMPANY,health_pcare
healthy touch massage,health_pcare
NATIONAL TAX SERVICE,finance_investing
LONG JOHN SiLVERS,rest_drink
UPTOWN SALON,health_pcare
COLOR CUT EXTENSIONS,health_pcare
Professional CONSULTING COMPANY INC Architectural Engineering Surveying Construction Management Residential Commercial,finance_investing
MOTOR CITY MARKET LIQUOR,food_beverage
FedEx Office,other
Cannelle MATT KNIO,rest_drink
INDIA GRILL,rest_drink
MOUSLY AND SISTERS AFRICAN HAIR BRAIDING,health_pcare
me & my girl's SOUL FOOD,rest_drink
HOOK ME UP MEN & WOMEN CLOTHES,fashion
Huntington,finance_investing
GameStop,technology
P B S TAX & Notary Service Electronic Tax Filing Direct Deposit LAPTOP Cyber Caf_ WI FI Computer Usage Fax Copy,finance_investing
IMAN'S BAKERY,food_beverage
Elite TAXES,finance_investing
T Mobile,technology
HS Chiropatric,health_pcare
KADJA'S AFRICAN HAIR BRAIDING,health_pcare
FLEX TAX & ACCOUNTING,finance_investing
MSR Holding & Associates,finance_investing
T Mobile,technology
MORRISSEy's IRIsh Pub,rest_drink
LIQUOR,food_beverage
boost mobbile,technology
Citizens Bank,finance_investing
The IRON DOOR Pub,rest_drink
Wax Kitten,health_pcare
RANA SALON,health_pcare
Michigan First CREDIT UNION,finance_investing
RICE BOWLs,rest_drink
PAULA'S S SALON,health_pcare
THE ORIGINAL UPTOWN PIZZA,rest_drink
ComericA BANK,finance_investing
Moosejaw,rest_drink
ASTRO coffee,rest_drink
O'CONNOR real estate development,finance_investing
GATEWAY  CARRY OUT deli CATERING,rest_drink
maana MONEY TRANSFER,finance_investing
SISTERS CAKERY,food_beverage
TWIN CITIES Health Mart PHARMACY,health_pcare
JASPER LIQUOR MERCHANTS,food_beverage
floc boutique,fashion
COLD BEER WINE-SPIRITS,food_beverage
121 JASPER LIQUOR,food_beverage
WORLD'S FINEST DONAIR,rest_drink
Big z FOOD STORE,food_beverage
CASHMONEY CASH LOANS CHEQUE CASHING,finance_investing
WESTERN UNION,finance_investing
KARIM SUPERMARKET,food_beverage
H&R BLOCK ,finance_investing
Cali nails,health_pcare
AINU SHAMS HALAL FOODS & DOLLAR STORE Fresh Meat Quality Imported Foods & General Merchandise,food_beverage
TOPS LIQUOR COLD BEER & WINE,food_beverage
Joy's Lucky 7 Food Store,food_beverage
Blue on Whyte Liquor,food_beverage
PHONE CLINIC,technology
PHARMACY ON WHYTE,health_pcare
Scotiabank,finance_investing
Royal Bank,finance_investing
Rocket Fizz SODA POP & CANDY SHOP,food_beverage
BEER CADE CRAFT BEER ARCADE ,rest_drink
Roots,fashion
FOOSH,fashion
GUINESS IRISH PUB,rest_drink
Scotiabank,finance_investing
LUSH FRESH MADE COSME,health_pcare
SUBWAY,rest_drink
CASH CANADA PAWN,finance_investing
CHECKERS PIZZA,rest_drink
H&R BLOCK ,finance_investing
EXPRESS PAYDAY LOANS INC.,finance_investing
NEW MONEY EXPRESS Checks Cashed Money Transfer Money Order Payments Prepaid WESTERN UNION,finance_investing
ROOSTER cafe & kitchen,rest_drink
THE JUMP OFF ORBAN CLOTHING CUSTOM PRINTING BARBER SHOP HAIR EXTENSIONS,fashion
m'nt HEALTH+ DRUGS CMP,health_pcare
Excel Dyberg Insurance,finance_investing
HEXAGON COFFEE | GAMES | COMMUNITY,rest_drink
BMO Harris Bank,finance_investing
TOS FOOD STORE,food_beverage
FREEMAN'S JEWELLERS Watch & Jewellery Repairs Custom Design Stone Setting All work done on Premises,fashion
JASPER WINE MRKT,food_beverage
SEORAK TEPPAN & BAR,rest_drink
RBC RBC Royal Bank,finance_investing
Aglow Bridal Lounge Formal Fashions Event D_cor,fashion
CIBC CIBC Banking Centre Instant Teller,finance_investing
AYANLEH STORE HOME D_COR ANTIQUE RUGS HOUSEHOLD SUPPLIES,other
CORNER MART CONVENIENCE STORE,food_beverage
Creative Quality Catering & BISTRO,rest_drink
SZECHUAN GARDEN RESTAURANT FULLY LICENSED SZECHUAN CUISINE,rest_drink
ZARAH BEAUTY SUPPLY,health_pcare
HSBC ,finance_investing
MODEL CLUB FASHION FASHIONS SHOES ACCESSORIES,fashion
MODEL CLUB FASHION FASHIONS SHOES ACCESSORIES,fashion
RUBY'S BAKERY,food_beverage
TEA BAR CAFE,rest_drink
CIRCLE K,food_beverage
Money Mart Financial Services,finance_investing
the Greenhouse,rest_drink
LA NAILS,health_pcare
LIBERTY TAX,finance_investing
metroPCS Authorized Dealer,technology
CLUSIVe hair salon,health_pcare
Royal Bank,finance_investing
LAKE & PARK GROCERY,food_beverage
Pizza Hut,rest_drink
SECOND CUP,rest_drink
ICE COLD BEER,food_beverage
BETHLEHEM CONVENIENCE STORE,food_beverage
MIRA$OL EXPRE$$ WIRELESS TRAVEL SHIPPING,technology
TAJ WESTERM FAMILY RESTAURANT & GLOBBAL CUISINE ,rest_drink
AM Real Estate Corporation,finance_investing
DIVERSE LOUNGE RESTAURANT & BAR,rest_drink
MAMA AFRO BEAUTY SUPPLY,health_pcare
CENTRAK CONVENIENCE STORE,food_beverage
MIRA$OL EXPRE$$ WIRELESS TRAVEL SHIPPING,technology
COMMUNITY DRUG & FOOD MART,food_beverage
T Mobile,technology
HENRY'S GROCERY,food_beverage
Stadium Donair & Pizza,rest_drink
Safron's Caribbean Dellight,rest_drink
PUMA,fashion
Justice,fashion
Bismillah Grocery & Coffee,food_beverage
HOP WONG CHINESE RESTAURANT,rest_drink
CANADIAN WESTERN BANK,finance_investing
CANADIAN WESTERN BANK,finance_investing
CANADIAN WESTERN BANK,finance_investing
Artistic Cuttin Suntanning TOTALTEN Studios Ltd Esthertics Ear Body Piercing,health_pcare
arnica,health_pcare
tala CLOTHINg,fashion
CANADIAN WESTERN BANK,finance_investing
Best Hair & Nail,health_pcare
TD Canada Trust,finance_investing
HSBC ,finance_investing
HAMDI RESTAURANT,rest_drink
HSBC ,finance_investing
RBC RBC Royal Bank,finance_investing
FIRST CHOICE HOME CARE INC,health_pcare
Super Latino,other
HSBC ,finance_investing
CANDIAN TAILORS ALTERATIONS,fashion
PITA PITA on jaspers,rest_drink
The UPS Store,other
HSBC ,finance_investing
RG REALTY GROUP REAL PEOPLE REAL RESULTS,finance_investing
INSURA REAL ESTATE,finance_investing
LAKE Laundromat & DRY CLEANING,other
MUD MODERN URBAN DESIGNERS HAIR STUDIO,health_pcare
White Oaks VARIETY & GIFT,food_beverage
Bucca Dental,health_pcare
JOE FRESH,food_beverage
LCBO WINE SPIRITS BEER VINS SPIRITEUX BIERES,food_beverage
CIRCLE K,food_beverage
Manulife Bank,finance_investing
LAKE STREET CHIROPATRIC,health_pcare
pizza pizza,rest_drink
CIBC CIBC Banking Centre Instant Teller,finance_investing
RBC RBC Royal Bank,finance_investing
BEER wine rack,food_beverage
wine rack,food_beverage
WINE KITZ  MAKE WINE HERE,food_beverage
Glorias Beauty Salon,health_pcare
SUPER FOOD service quality savings,food_beverage
METRO LAW GROUP ABOGADOS,finance_investing
DOLLARAMA,other
Essence Beauty Salon,health_pcare
ACE CHECKS CASHED LOANS DEBIT CARDS,finance_investing
MAMA SAFIA'S KITCHEN,rest_drink
African Paradise Restaurant AFRICAN MEDITERRANEAN AMERICAN,rest_drink
DOLLARAMA,other
MOLINA DEL,food_beverage
Melvin Deli & Grocery,food_beverage
BIG EASY,rest_drink
IRIE BITES Cafe CARIBBEAN TAKE OUT & DELIVERY CATERING AVAILABLE,rest_drink
FIVE STAR Bbarber Shop,health_pcare
Scotiabank,finance_investing
Brothers BARBER SHOP,health_pcare
Black Roots Restaurant,rest_drink
McAllister & Howard,fashion
BMO Bank of Montreal,finance_investing
DOLLARAMA,other
International CUISINE BAR & GRILL,rest_drink
MORTGAGE INTELLIGENCE,finance_investing
LONDON'S OUTLET,fashion
BMO Bank of Montreal,finance_investing
NEWS DEPOT MAGAZINES VARIETY,food_beverage
TD Canada Trust,finance_investing
TD Canada Trust,finance_investing
pinPoint PROPERTY MANAGEMENT,finance_investing
CA$HTIME CashTime is Anytime Get Cash Now,finance_investing
EVOLUTION EVOLVE IN STYLE DESIGNER NAME MERCHANDISE,fashion
Vogue Optical,health_pcare
BGW britishgrocerwholesale grocery-confectionary-meats,food_beverage
ROCK UNIVERSE,fashion
QUICK CASH CHEQUE CASHING,finance_investing
CELLULAR CENTRE Bell,technology
CASHMONEY CHEQUE CASHING,finance_investing
BMO Bank of Montreal,finance_investing
FITZRays RESTAURANT & LOUNGE,rest_drink
THE CARDBOARD CAFE,rest_drink
CHEAPO QUEEN,fashion
PARADISE cream just eat,rest_drink
PARADISE cream just eat,rest_drink
NAA-B MEATBALL CAF_,rest_drink
CNIB FOUNDATION GUIDE DOGS,other
Sarpino's Pizzeria,rest_drink
VETPARTNERS PET HOSPITAL,health_pcare
Softecch Internationnal,technology
JEWEL OF INDIA RESTAURANT,rest_drink
RAINBOW ROAD,fashion
Waldorf CLEANERS,other
LOTUS TO GO GO VIETNAMESE RESTAURANT,rest_drink
SUNRISE BANKS,finance_investing
THE NICOLLET DINER,rest_drink
TIBET KITCHEN BAR AND RESTAURANT,rest_drink
BEN'S VARIETY,food_beverage
BEN'S VARIETY,food_beverage
CARING MEDICAL DISTRIBUTORS,health_pcare
metroPCS,technology
sew simple alterations & denim repair,fashion
TASHO COMMUNITY Solution In your community,other
HEAD TO TOE SALON,health_pcare
LUCKY JEWELRY,fashion
CIBC Banking Centre,finance_investing
My Top Drawer,fashion
LIBERTY TAX SERVICE,finance_investing
Game Cycle VIDEO GAMES DVD'S BUY SELL TRADE,technology
Scotian Isle Bakery & Caf_,rest_drink
Baked Goods Pies Cookies And Cakes,rest_drink
cheapo records NEW USED BUY SELL TRADE VINYL LPs CDs DVDs T-SHIRTS MERCH OPEN DAILY ,technology
SUBWAY,rest_drink
Money Mart Payday Loans,finance_investing
Trident SUNNY'S EXPRESS Trident,food_beverage
Arsene Cartier Thrift Store,other
PAY-LESS AFRICAN & CARIBBEAN FOOD MARKET WHOLESALE AND RETAIL,food_beverage
AFRICAN FOOD MARKET,food_beverage
PINTO'S CONVENIENCE,food_beverage
PORTUGESE FISH MARKET,food_beverage
PORTUGESE FISH MARKET,food_beverage
cheapo records NEW USED BUY SELL TRADE VINYL LPs CDs DVDs T-SHIRTS MERCH OPEN DAILY ,technology
Pizza Hut,rest_drink
PAYDAY LOANS CASH $ MAX PAYDAY LOANS,finance_investing
PITA PITA BAKERY,rest_drink
Five Star Nails,health_pcare
wine rack,food_beverage
TD Canada Trust,finance_investing
K Grill ,rest_drink
en-ti-tled,fashion
BANGKOK PAD THAI,rest_drink
ANNA'S Beauty Salon,health_pcare
Banh mi EXPRESS ASIAN GRILL & SANDWICHES,rest_drink
ANN'S TAILORING & DESIGN,fashion
PLANT MATTER CAF_,rest_drink
Dagonfly,rest_drink
Endo Jewellers design studio,fashion
Dragonfly BISTRO,rest_drink
LONDON PIZZA & WINGS,rest_drink
MEATHEADS STEAK + BURGER BAR,rest_drink
MEATHEADS STEAK + BURGER BAR,rest_drink
K-LABA HAIR & BEAUTY SUPPLIES Wigs Hair Extensions Hair Pieces,fashion
WHOLESALE BEAUTY SUPPLY,health_pcare
CENTRAL DELI & COFFEE,rest_drink
miso sushi,rest_drink
STATION PARK Convenience,food_beverage
OWAKO Japanese Restaurant,rest_drink
OWAKO,rest_drink
BURGER BURGER,rest_drink
"O""ZEN Korean & Japanese",rest_drink
BAMYAN Afghan Cuisine,rest_drink
Prince Albert's,rest_drink
Prince Albert's DINER,rest_drink
Erly's Hair Salon,health_pcare
MAGUS BOOKS,other
CONVENIENCE STORE FRESH & FAST FOOD MART ATM LOTTO GROCERY,food_beverage
X COPPER,finance_investing
TOP GUN BURGERS STEAK FRIES POUTINE MILK SHAKE & MORE,rest_drink
Quesada BURRITOS & TACOS,rest_drink
TD Canada Trust,finance_investing
TD Canada Trust,finance_investing
Two 2 Amigos Market Carniceria(Meat Market),food_beverage
LONDON'S CORNER VARIETY,food_beverage
LONDON'S CORNER VARIETY,food_beverage
LONDON'S CORNER VARIETY,food_beverage
BMO ATM,finance_investing
Mrs. Cooper's Convenience,food_beverage
TD Canada Trust,finance_investing
CASHMONEY WESTERN UNION,finance_investing
The Water Store,other
Two 2 Amigos Market Carniceria(Meat Market),food_beverage
POND MILLS VARIETY,food_beverage
Double Double PIZZA & CHICKEN,rest_drink
Higgins Insurance Agency Inc,finance_investing
TD Canada Trust,finance_investing
TD Canada Trust,finance_investing
PROGRESSIVE Higgins Insurance Agency Inc.,finance_investing
Knockout BODIES,other
Daisy Mart,food_beverage
TD Canada Trust,finance_investing
Martha's HAIR SALON,health_pcare
TD Canada Trust,finance_investing
TD Canada Trust,finance_investing
TD Canada Trust,finance_investing
KIPP MALLERY IDA PHARMACY,health_pcare
Kamloops DENTAL CENTRE,health_pcare
Amana Family Care Inc.,health_pcare
Broughdale Pub ALL DAY BREAKFAST,rest_drink
B&C VARIETY,food_beverage
B&C VARIETY,food_beverage
CENTRAL INSURANCE AGENCY,finance_investing
LANGUAGE CENTRAL,other
TD Canada Trust,finance_investing
Elite Hair Care,health_pcare
Kamloops DENTAL CENTRE,health_pcare
TD Canada Trust,finance_investing
REAL CANADIAN SUPERSTORE,food_beverage
GoodLife FITNESS,health_pcare
MULTICULTURAL HEALTH SERVICE CLINIC URGENT CARE & PRIMARY CARE,health_pcare
SUPERMARKET BEER WINE CIGARETTES GROCERIES,food_beverage
LATINA MONEY TRANSFERS & GENERAL STORE,food_beverage
Yesenia's Beauty Salon,health_pcare
TACOS MEXICO RESTAURANT,rest_drink
Sportsman LIQUOR,food_beverage
TOP NAILS,health_pcare
HERRERA Deli Market,food_beverage
Jackson Hewitt TAX SERVICE,finance_investing
ICEBOX Picture Framing,other
Gordon FOOD SERVICE STORE,food_beverage
ADVANCED TAX TAXES,finance_investing
Everything Beauty,health_pcare
TATTOS,health_pcare
MAGIC TAX CREDIT,finance_investing
ARMOUR INSURANCE AGENCY,finance_investing
K-N-N-CHECK CASHING WESTERN UNION MONEY ORDERS,finance_investing
FAIRVILLA'S Sexy THINGS INTIMACY WELLNESS BOUTIQUE,fashion
Edy's Ice Cream & Subs,rest_drink
ROMANTIC GIFTS SEXY LINGERIE,fashion
FOOD MART,food_beverage
DISCOUNT STORE,fashion
FINACNCIAL LINE INCOME TAX,finance_investing
Jean Nicole BEAUTY SALON,health_pcare
COSTA BLANCA BISTRO,rest_drink
Durango Bakery,food_beverage
Charlie's Kitchen & Grill Breakfast Lunch,rest_drink
INSURANCE / TAX AUTI HOME HEALTH LIFE,finance_investing
Pecori FRESH MARKET,food_beverage
IPG COMPUTERS,technology
Latin American PAWN,finance_investing
safety Tax and Bookkeeping,finance_investing
CASH EXPRESS PAWN,finance_investing
WOODLANDS PURE VEGETARIAN INDIAN CUISINE,rest_drink
TORTAS THE KING OF SANDWICH,rest_drink
Mr. SUSHI EXPRESS BOBA TEA RAMEN NOODLES SALAD BOWL,rest_drink
MeccaLinen WHOLESLE & RETAIL,fashion
Direct AUTO & LIFE INSURANCE,finance_investing
ADVANCE AMERICA CASH ADVANCE,finance_investing
T Mobile,technology
Cash America Pawn JEWELRY CENTER,finance_investing
Division St. Mini Mart,food_beverage
SALON IV HAIR & NAILS,health_pcare
FOOD MART,food_beverage
ANH HONG RESTAURANT,rest_drink
RiTZY RAGS WIGS & MORE GIFTS CARDS JEWELRY THEATRICAL MAKE-UP MASKS SHOES PURSES CLOTHING,health_pcare
OLSEN LAW GROUP ESTATE PLANNING & REAL ESTATE,finance_investing
WOODLANDS PURE VEGETARIAN INDIAN CUISINE,rest_drink
Cecil's Texas Style BARB B Q Restaurant & Catering Company,rest_drink
HALAL FOOD EXPRESS FALAFEL GYRO PIZZA WINGS,rest_drink
BUMBY FOOD MART,food_beverage
THE HEMP DEPOT Orlando,other
ACE CASH EXPRESS CHECKS CASHED LOANS PAY BILLS,finance_investing
TOOLS HOME IMPROVEMENT OUTLET,other
Chely's PEINADO SALON,health_pcare
FRATELLI'S TASTE OF ITALY PIZZA,rest_drink
TRUSTCO BANK,finance_investing
LIBERTY TAX,finance_investing
Time Out Pub,rest_drink
usbank,finance_investing
BARBER,health_pcare
COINS & COLLECTIBLES,other
PORTER Hair Design,health_pcare
Zara's Gifts & Flowers,other
STAR BUSINESS AND TRAVEL HOTEL ATTRACTIONS AIR TICKETS,other
A BEAD SOURCE GIFT SHOP,fashion
KING CHIROPATRIC,health_pcare
7 ELEVEN,food_beverage
Next Door BAR & GRILL EAT DRINK LOTTERY,rest_drink
ALL STOP PIPES & DISCOUNT TOBACCO,food_beverage
HAIR STUDIO FAMILY HAIR CARE Men Women Children,health_pcare
BULGOGI HOUSE KOREAN RESTAURANT,rest_drink
Rosie's HOUSE OF BEAUTY,health_pcare
MEAT MARKET,food_beverage
7 ELEVEN,food_beverage
INCOME TAXE$,finance_investing
HAiR CENTRIC,health_pcare
BRIXTON BEAUTY SUPPLY,health_pcare
Denny's AMERICA'S DINER,rest_drink
Denny's AMERICA'S DINER,rest_drink
HAWK JEWELRY AND LOAN HAWK,fashion
STOP & SHOP FOOD STORE,food_beverage
WELLS FARGO,finance_investing
KWIKMART DISCOUNT BEVERAGES,food_beverage
CLADDAGH COTTAGE IRISH PUB,rest_drink
GROCERYOUTLET,food_beverage
bargain market,food_beverage
RBC Royal Bank,finance_investing
empress of india modern cuisine & bar,rest_drink
Helen Anne Shop,fashion
CRYSTAL PALACE RESTAURANT,rest_drink
KHL MARKET,food_beverage
BMO Bank of Montreal,finance_investing
ACE PING PONG LOUNGE,rest_drink
loop CLOTHING SNEAKERS CULTURE,fashion
East Winds Fashion Boutique,fashion
SETTLEMENT CO.,rest_drink
uptown 21 FOOD AND DRINK,rest_drink
WINNERS,fashion
TIK TOK Around the Clock Restaurant & Bar,rest_drink
GOLD CROWN BREWERY BEER STORE,food_beverage
Super Optical GLASSES SUN GLASSES CONTACTS EYE EXAMS,fashion
HEADLINE BARBER SHOP,health_pcare
plaid pantry convenience stores,food_beverage
ascania jewellery,fashion
futon delight,rest_drink
jennifer's kids boutique,fashion
"Pitas Salads & Sandwiches Johnny Fresco Homemade Burgers, Fries & Poutine",rest_drink
Kim's Kitchen,rest_drink
Shawarma Royale,rest_drink
CROSSROADS Board Game Caf_,rest_drink
THE CHINA BOWL,rest_drink
WATERLOO INTERNET CAFE,technology
Board Game Cafe,rest_drink
UNIVERITY DENTAL HYGIENE CLINIC,health_pcare
wine rack,food_beverage
"MELT ""wich"" food co.",rest_drink
The Poke Box,rest_drink
SUBWAY,rest_drink
BEER STORE,food_beverage
freshii EAT.ENERGIZE,rest_drink
FAT BASTARD BURRITO CO.,rest_drink
Galito's FLAME-GRILLED CHICKEN,rest_drink
Chatime GOOD TEA.GOOD TIME.,rest_drink
HOT-STAR,rest_drink
Galito's FLAME-GRILLED CHICKEN,rest_drink
Thai express,rest_drink
Lazeez Shawarma,rest_drink
HOW DO YOU LIKE YOUR POUTINE?,rest_drink
LUCKY Super Convenience,food_beverage
BIANCA'S PIZZA LARGE PIZZA TOPPING,rest_drink
Paquette Travers LAWYERS one impressive commitment to service,finance_investing
epic SPORTS BAR,rest_drink
DR ML RICHMOND OPTOMETRIST EYEVIEW OPTICAL,health_pcare
Granny Bonn's FISH 'n' CHIPS EAT IN OR TAKE OUT,rest_drink
FISH 'N CHIPS,rest_drink
LINCOLN VARIETY,food_beverage
LINCOLN VARIETY,food_beverage
fitfarm Nutrition,health_pcare
HORACEK DENTAL,health_pcare
7 ELEVEN,food_beverage
the co-operators Insurance/ Financial Services,finance_investing
QUALITY BRAND FOOTWEAR,fashion
The UPS Store,other
Pizza Hut,rest_drink
Yummyaki Japanese Restaurant,rest_drink
food Basic$,food_beverage
THAI FRESH Restaurant,rest_drink
Big Bite Pizza,rest_drink
EVEREST DENTAL FAMILY & COSMETIC DENTISTRY,health_pcare
coffee time,rest_drink
